wdpaid,lc_2000,lc_2010,areakm2
2571,Artificial land,Grassland (2010),1.2492
2571,Artificial land,Wetland (2010),0.0072
2571,Artificial land,Artificial land (2010),3.8952
2571,Artificial land,Bare land (2010),0.0504
2571,Bare land,Forest (2010),126.0648
2571,Bare land,Ocean (2010),20.5623
2571,Bare land,Grassland (2010),5.6862
2571,Bare land,Shrubland (2010),3.8907
2571,Bare land,Wetland (2010),2.0997
2571,Bare land,Water (2010),0.1314
2571,Bare land,Artificial land (2010),0.1332
2571,Bare land,Bare land (2010),86.8617
2572,Cultivated land,Forest (2010),0.1476
2572,Cultivated land,Grassland (2010),0.0855
2572,Cultivated land,Wetland (2010),0.0009
2572,Cultivated land,Bare land (2010),0.0027
2572,Forest,No data (2010),0.3978
2572,Forest,Forest (2010),3203.1909
2572,Forest,Ocean (2010),1.0089
2572,Forest,Grassland (2010),1831.3092
2572,Forest,Shrubland (2010),31.3704
2572,Forest,Wetland (2010),79.1478
2572,Forest,Water (2010),1.8945
2572,Forest,Artificial land (2010),0.027
2572,Forest,Bare land (2010),3.6441
2572,Ocean,No data (2010),0.2223
2572,Ocean,Forest (2010),4.9347
2572,Ocean,Ocean (2010),141.3297
2572,Ocean,Grassland (2010),0.1224
2572,Ocean,Shrubland (2010),2.0826
2572,Ocean,Wetland (2010),0.2277
2572,Ocean,Water (2010),0.0324
2572,Ocean,Bare land (2010),7.5816
2572,Grassland,No data (2010),2.3202
2572,Grassland,Forest (2010),2416.968
2572,Grassland,Ocean (2010),0.0288
2572,Grassland,Grassland (2010),8917.389
2572,Grassland,Shrubland (2010),80.9946
2572,Grassland,Wetland (2010),82.8864
2572,Grassland,Water (2010),0.963
2572,Grassland,Artificial land (2010),0.0378
2572,Grassland,Bare land (2010),16.5222
2572,Shrubland,No data (2010),0.0396
2572,Shrubland,Forest (2010),183.1698
2572,Shrubland,Ocean (2010),0.1917
2572,Shrubland,Grassland (2010),387.3348
2572,Shrubland,Shrubland (2010),6.5772
2572,Shrubland,Wetland (2010),3.3345
2572,Shrubland,Water (2010),0.3645
2572,Shrubland,Artificial land (2010),0.0036
2572,Shrubland,Bare land (2010),1.2861
2572,Wetland,No data (2010),0.1341
2572,Wetland,Forest (2010),323.4384
2572,Wetland,Ocean (2010),1.3878
2572,Wetland,Grassland (2010),357.7293
2572,Wetland,Shrubland (2010),15.5844
2572,Wetland,Wetland (2010),427.7601
2572,Wetland,Water (2010),4.8177
2572,Wetland,Bare land (2010),4.8951
2572,Water,Forest (2010),28.647
2572,Water,Ocean (2010),1.1358
2572,Water,Grassland (2010),27.0036
2572,Water,Shrubland (2010),4.9689
2572,Water,Wetland (2010),53.1819
2572,Water,Water (2010),71.2773
2572,Water,Artificial land (2010),0.0063
2572,Water,Bare land (2010),3.7737
2572,Artificial land,Forest (2010),0.1251
2572,Artificial land,Grassland (2010),0.756
2572,Artificial land,Shrubland (2010),0.0036
2572,Artificial land,Wetland (2010),0.0153
2572,Artificial land,Artificial land (2010),1.5282
2572,Artificial land,Bare land (2010),0.0045
2572,Bare land,No data (2010),0.0468
2572,Bare land,Forest (2010),39.6738
2572,Bare land,Ocean (2010),0.1638
2572,Bare land,Grassland (2010),357.8859
2572,Bare land,Shrubland (2010),19.7748
2572,Bare land,Wetland (2010),4.032
2572,Bare land,Water (2010),0.1701
2572,Bare land,Artificial land (2010),0.0054
2572,Bare land,Bare land (2010),94.5468
2573,Cultivated land,Cultivated land (2010),1.3041
2573,Cultivated land,Forest (2010),0.009
2573,Cultivated land,Grassland (2010),0.0072
2573,Cultivated land,Shrubland (2010),0.0036
2573,Forest,Cultivated land (2010),0.0009
2573,Forest,Forest (2010),1168.1604
2573,Forest,Grassland (2010),36.0315
2573,Forest,Shrubland (2010),14.3082
2573,Forest,Wetland (2010),0.2448
2573,Forest,Water (2010),2.8458
2573,Forest,Bare land (2010),1.6965
2573,Ocean,Grassland (2010),0.0549
2573,Grassland,Cultivated land (2010),0.0045
2573,Grassland,Forest (2010),34.3107
2573,Grassland,Grassland (2010),876.4929
2573,Grassland,Shrubland (2010),7.1064
2573,Grassland,Wetland (2010),0.0981
2573,Grassland,Water (2010),0.6975
2573,Grassland,Bare land (2010),9.09
2573,Shrubland,Cultivated land (2010),0.0009
2573,Shrubland,Forest (2010),7.5258
2573,Shrubland,Grassland (2010),7.2567
2573,Shrubland,Shrubland (2010),64.5318
2573,Shrubland,Bare land (2010),0.0126
2573,Wetland,Forest (2010),2.6973
2573,Wetland,Grassland (2010),2.9637
2573,Wetland,Shrubland (2010),0.0189
2573,Wetland,Wetland (2010),0.0108
2573,Wetland,Water (2010),0.1926
2573,Wetland,Bare land (2010),0.1197
2573,Water,Forest (2010),0.0477
2573,Water,Grassland (2010),0.4797
2573,Water,Wetland (2010),0.0045
2573,Water,Water (2010),0.2295
2573,Water,Bare land (2010),0.0054
2573,Bare land,Forest (2010),2.0214
2573,Bare land,Grassland (2010),9.6165
2573,Bare land,Shrubland (2010),0.0234
2573,Bare land,Wetland (2010),0.0099
2573,Bare land,Water (2010),0.0927
2573,Bare land,Bare land (2010),141.8373
2574,Forest,Forest (2010),123.9093
2574,Forest,Grassland (2010),1.7433
2574,Forest,Shrubland (2010),2.2752
2574,Forest,Bare land (2010),1.1088
2574,Grassland,Forest (2010),1.0953
2574,Grassland,Grassland (2010),8.667
2574,Grassland,Shrubland (2010),5.157
2574,Grassland,Bare land (2010),1.9611
2574,Shrubland,Forest (2010),20.6352
2574,Shrubland,Grassland (2010),0.0072
2574,Shrubland,Shrubland (2010),8.9397
2574,Shrubland,Bare land (2010),2.0133
2574,Water,Forest (2010),0.0018
2574,Bare land,Forest (2010),1.0521
2574,Bare land,Grassland (2010),0.1755
2574,Bare land,Shrubland (2010),1.1115
2574,Bare land,Bare land (2010),12.5595
2575,Cultivated land,Cultivated land (2010),18.9045
2575,Cultivated land,Forest (2010),0.0387
2575,Cultivated land,Grassland (2010),1.9449
2575,Cultivated land,Shrubland (2010),0.0648
2575,Cultivated land,Wetland (2010),0.0108
2575,Cultivated land,Water (2010),0.0783
2575,Forest,Cultivated land (2010),0.0396
2575,Forest,Forest (2010),27.0171
2575,Forest,Grassland (2010),185.5881
2575,Forest,Shrubland (2010),7.1307
2575,Forest,Wetland (2010),0.6678
2575,Forest,Water (2010),0.0225
2575,Forest,Bare land (2010),0.3141
2575,Grassland,Cultivated land (2010),2.331
2575,Grassland,Forest (2010),95.724
2575,Grassland,Grassland (2010),10685.034
2575,Grassland,Shrubland (2010),1785.0573
2575,Grassland,Wetland (2010),13.599
2575,Grassland,Water (2010),1.5849
2575,Grassland,Bare land (2010),7.7634
2575,Shrubland,Cultivated land (2010),0.009
2575,Shrubland,Forest (2010),0.4662
2575,Shrubland,Grassland (2010),35.1297
2575,Shrubland,Shrubland (2010),81.5724
2575,Shrubland,Wetland (2010),0.0279
2575,Shrubland,Water (2010),1.0125
2575,Shrubland,Bare land (2010),0.0477
2575,Wetland,Cultivated land (2010),0.4428
2575,Wetland,Forest (2010),0.0684
2575,Wetland,Grassland (2010),34.6239
2575,Wetland,Shrubland (2010),12.8709
2575,Wetland,Wetland (2010),27.6768
2575,Wetland,Water (2010),0.027
2575,Water,Cultivated land (2010),0.0081
2575,Water,Forest (2010),0.2133
2575,Water,Grassland (2010),1.2708
2575,Water,Shrubland (2010),0.0342
2575,Water,Wetland (2010),0.0063
2575,Water,Water (2010),3.9528
2575,Water,Bare land (2010),0.0009
2575,Bare land,Forest (2010),0.0855
2575,Bare land,Grassland (2010),7.5519
2575,Bare land,Shrubland (2010),2.3787
2575,Bare land,Water (2010),0.1296
2575,Bare land,Bare land (2010),0.2277
2577,Cultivated land,Cultivated land (2010),0.9486
2577,Cultivated land,Forest (2010),0.1503
2577,Forest,Cultivated land (2010),0.3879
2577,Forest,Forest (2010),201.8448
2577,Forest,Shrubland (2010),0.0495
2577,Forest,Water (2010),0.6651
2577,Grassland,Cultivated land (2010),0.0054
2577,Grassland,Forest (2010),0.5409
2577,Grassland,Grassland (2010),0.0234
2577,Grassland,Shrubland (2010),0.0288
2577,Wetland,Forest (2010),1.5534
2577,Wetland,Water (2010),0.252
2577,Water,Forest (2010),0.9279
2577,Water,Shrubland (2010),0.0045
2577,Water,Water (2010),0.9873
2577,Bare land,Forest (2010),0.1314
2578,Cultivated land,Cultivated land (2010),0.1557
2578,Cultivated land,Grassland (2010),0.0153
2578,Cultivated land,Wetland (2010),0.0036
2578,Cultivated land,Water (2010),0.0054
2578,Grassland,Cultivated land (2010),8.9658
2578,Grassland,Grassland (2010),33.7851
2578,Grassland,Shrubland (2010),0.1305
2578,Grassland,Wetland (2010),0.8505
2578,Grassland,Water (2010),0.8676
2578,Grassland,Artificial land (2010),0.009
2578,Wetland,Cultivated land (2010),0.8793
2578,Wetland,Grassland (2010),99.4788
2578,Wetland,Shrubland (2010),3.213
2578,Wetland,Wetland (2010),26.5734
2578,Wetland,Water (2010),1.2384
2578,Water,Cultivated land (2010),0.009
2578,Water,Grassland (2010),20.5227
2578,Water,Shrubland (2010),1.0656
2578,Water,Wetland (2010),4.4649
2578,Water,Water (2010),6.57
2578,Artificial land,Shrubland (2010),0.0018
2578,Artificial land,Wetland (2010),0.0009
2578,Artificial land,Artificial land (2010),0.054
2578,Bare land,Grassland (2010),0.1116
2578,Bare land,Water (2010),0.0018
2579,Cultivated land,Cultivated land (2010),0.1071
2579,Cultivated land,Forest (2010),0.0081
2579,Cultivated land,Shrubland (2010),0.0765
2579,Cultivated land,Wetland (2010),0.0153
2579,Cultivated land,Water (2010),0.0216
2579,Permanent ice or snow,Permanent ice or snow (2010),131.0724
2579,Forest,Cultivated land (2010),0.6111
2579,Forest,Forest (2010),2806.9002
2579,Forest,Ocean (2010),0.027
2579,Forest,Grassland (2010),9.2601
2579,Forest,Shrubland (2010),139.2426
2579,Forest,Wetland (2010),6.0246
2579,Forest,Water (2010),0.7164
2579,Forest,Bare land (2010),10.4535
2579,Ocean,Forest (2010),0.027
2579,Ocean,Ocean (2010),8.6715
2579,Ocean,Wetland (2010),0.0072
2579,Ocean,Bare land (2010),0.1494
2579,Grassland,Cultivated land (2010),0.0783
2579,Grassland,Forest (2010),15.6915
2579,Grassland,Ocean (2010),0.0018
2579,Grassland,Grassland (2010),88.8363
2579,Grassland,Shrubland (2010),29.8359
2579,Grassland,Wetland (2010),0.3042
2579,Grassland,Water (2010),0.0198
2579,Grassland,Bare land (2010),23.7051
2579,Shrubland,Cultivated land (2010),1.3653
2579,Shrubland,Forest (2010),12.6369
2579,Shrubland,Grassland (2010),8.6175
2579,Shrubland,Shrubland (2010),142.5843
2579,Shrubland,Wetland (2010),2.6928
2579,Shrubland,Water (2010),0.2196
2579,Shrubland,Bare land (2010),1.8567
2579,Wetland,Cultivated land (2010),0.441
2579,Wetland,Forest (2010),0.3762
2579,Wetland,Grassland (2010),0.0108
2579,Wetland,Shrubland (2010),1.4112
2579,Wetland,Wetland (2010),9.6444
2579,Wetland,Water (2010),0.5949
2579,Wetland,Bare land (2010),0.5292
2579,Water,No data (2010),0.0153
2579,Water,Cultivated land (2010),0.0855
2579,Water,Permanent ice or snow (2010),0.0027
2579,Water,Forest (2010),1.4184
2579,Water,Ocean (2010),0.054
2579,Water,Grassland (2010),0.0081
2579,Water,Shrubland (2010),0.1899
2579,Water,Wetland (2010),2.8899
2579,Water,Water (2010),28.3293
2579,Water,Bare land (2010),1.1151
2579,Bare land,Cultivated land (2010),0.0891
2579,Bare land,Forest (2010),3.8682
2579,Bare land,Ocean (2010),0.0396
2579,Bare land,Grassland (2010),0.2484
2579,Bare land,Shrubland (2010),4.4424
2579,Bare land,Wetland (2010),3.258
2579,Bare land,Water (2010),0.0729
2579,Bare land,Bare land (2010),186.6717
2580,Cultivated land,Cultivated land (2010),3.5505
2580,Cultivated land,Grassland (2010),5.2614
2580,Cultivated land,Shrubland (2010),0.3465
2580,Cultivated land,Artificial land (2010),0.0396
2580,Forest,Cultivated land (2010),0.0009
2580,Forest,Grassland (2010),0.1566
2580,Forest,Shrubland (2010),13.5954
2580,Forest,Water (2010),0.3474
2580,Grassland,Cultivated land (2010),1.6065
2580,Grassland,Grassland (2010),6365.4309
2580,Grassland,Shrubland (2010),211.9347
2580,Grassland,Water (2010),0.0018
2580,Grassland,Artificial land (2010),0.072
2580,Shrubland,Cultivated land (2010),2.3391
2580,Shrubland,Grassland (2010),0.3294
2580,Shrubland,Shrubland (2010),1604.5128
2580,Shrubland,Water (2010),1.3158
2580,Shrubland,Artificial land (2010),0.2079
2580,Water,Cultivated land (2010),0.009
2580,Water,Grassland (2010),1.611
2580,Water,Shrubland (2010),10.0476
2580,Water,Water (2010),13.4739
2580,Artificial land,Artificial land (2010),0.4023
4322,Cultivated land,Cultivated land (2010),20.547
4322,Cultivated land,Forest (2010),0.1044
4322,Cultivated land,Shrubland (2010),0.1224
4322,Cultivated land,Water (2010),0.0072
4322,Forest,Cultivated land (2010),0.0153
4322,Forest,Forest (2010),7.2864
4322,Forest,Shrubland (2010),0.9756
4322,Forest,Water (2010),0.3078
4322,Forest,Bare land (2010),0.3636
4322,Grassland,Cultivated land (2010),0.0036
4322,Grassland,Forest (2010),0.0117
4322,Grassland,Shrubland (2010),0.0369
4322,Grassland,Bare land (2010),0.0162
4322,Shrubland,Cultivated land (2010),0.1863
4322,Shrubland,Forest (2010),0.3249
4322,Shrubland,Shrubland (2010),7.1037
4322,Shrubland,Water (2010),0.1467
4322,Shrubland,Bare land (2010),6.6951
4322,Water,Cultivated land (2010),0.4878
4322,Water,Forest (2010),0.6048
4322,Water,Shrubland (2010),0.2871
4322,Water,Water (2010),77.4315
4322,Water,Bare land (2010),1.098
4322,Artificial land,Artificial land (2010),0.1116
4322,Bare land,Cultivated land (2010),0.0009
4322,Bare land,Bare land (2010),0.126
4325,No data,Cultivated land (2010),0.0009
4325,No data,Wetland (2010),0.0018
4325,No data,Artificial land (2010),0.0009
4325,Cultivated land,Cultivated land (2010),1.6803
4325,Cultivated land,Forest (2010),0.063
4325,Cultivated land,Grassland (2010),0.0576
4325,Cultivated land,Shrubland (2010),0.0225
4325,Cultivated land,Artificial land (2010),0.0243
4325,Forest,Cultivated land (2010),0.0225
4325,Forest,Forest (2010),509.0364
4325,Forest,Ocean (2010),0.0036
4325,Forest,Grassland (2010),8.3088
4325,Forest,Shrubland (2010),0.4347
4325,Forest,Water (2010),0.1629
4325,Forest,Artificial land (2010),0.3672
4325,Forest,Bare land (2010),0.0027
4325,Ocean,No data (2010),0.0009
4325,Ocean,Forest (2010),0.0063
4325,Ocean,Ocean (2010),0.1656
4325,Ocean,Grassland (2010),0.0126
4325,Ocean,Shrubland (2010),0.0261
4325,Ocean,Wetland (2010),0.0054
4325,Ocean,Artificial land (2010),0.0018
4325,Grassland,Cultivated land (2010),0.1917
4325,Grassland,Forest (2010),0.6255
4325,Grassland,Ocean (2010),0.0063
4325,Grassland,Grassland (2010),24.9363
4325,Grassland,Shrubland (2010),1.3131
4325,Grassland,Wetland (2010),0.0099
4325,Grassland,Artificial land (2010),0.1035
4325,Grassland,Bare land (2010),0.0666
4325,Shrubland,Cultivated land (2010),0.0117
4325,Shrubland,Forest (2010),5.9634
4325,Shrubland,Ocean (2010),0.0234
4325,Shrubland,Grassland (2010),1.368
4325,Shrubland,Shrubland (2010),7.488
4325,Shrubland,Wetland (2010),0.0099
4325,Shrubland,Water (2010),0.0135
4325,Shrubland,Artificial land (2010),0.0621
4325,Shrubland,Bare land (2010),0.0135
4325,Wetland,Forest (2010),0.1575
4325,Wetland,Grassland (2010),0.3042
4325,Wetland,Shrubland (2010),0.2619
4325,Wetland,Wetland (2010),0.4824
4325,Wetland,Water (2010),0.0234
4325,Wetland,Bare land (2010),0.0009
4325,Water,Forest (2010),0.1377
4325,Water,Ocean (2010),0.0009
4325,Water,Grassland (2010),0.099
4325,Water,Shrubland (2010),0.0972
4325,Water,Wetland (2010),0.0063
4325,Water,Water (2010),0.1179
4325,Water,Bare land (2010),0.0063
4325,Artificial land,Cultivated land (2010),0.0396
4325,Artificial land,Forest (2010),0.4185
4325,Artificial land,Ocean (2010),0.0018
4325,Artificial land,Grassland (2010),0.036
4325,Artificial land,Shrubland (2010),0.0045
4325,Artificial land,Wetland (2010),0.0027
4325,Artificial land,Artificial land (2010),3.2499
4325,Bare land,Forest (2010),0.0351
4325,Bare land,Ocean (2010),0.0036
4325,Bare land,Grassland (2010),1.1223
4325,Bare land,Shrubland (2010),0.1773
4325,Bare land,Water (2010),0.0018
4325,Bare land,Artificial land (2010),0.0018
4325,Bare land,Bare land (2010),3.3273
4326,Cultivated land,Cultivated land (2010),16.9929
4326,Cultivated land,Forest (2010),0.45
4326,Cultivated land,Grassland (2010),0.1008
4326,Cultivated land,Artificial land (2010),0.018
4326,Forest,Cultivated land (2010),0.5751
4326,Forest,Forest (2010),241.2711
4326,Forest,Grassland (2010),0.1854
4326,Forest,Water (2010),0.3114
4326,Forest,Artificial land (2010),0.0009
4326,Grassland,Cultivated land (2010),0.0666
4326,Grassland,Forest (2010),0.189
4326,Grassland,Grassland (2010),99.9603
4326,Grassland,Water (2010),0.0054
4326,Grassland,Artificial land (2010),0.0171
4326,Water,Cultivated land (2010),0.0054
4326,Water,Forest (2010),0.0486
4326,Water,Grassland (2010),0.0018
4326,Water,Water (2010),0.3708
4326,Artificial land,Cultivated land (2010),0.0144
4326,Artificial land,Grassland (2010),0.0216
4326,Artificial land,Artificial land (2010),0.711
4327,Cultivated land,Cultivated land (2010),0.4905
4327,Cultivated land,Forest (2010),0.6741
4327,Cultivated land,Grassland (2010),0.0135
4327,Forest,Cultivated land (2010),0.0063
4327,Forest,Forest (2010),223.0542
4327,Forest,Grassland (2010),25.9731
4327,Forest,Shrubland (2010),0.0009
4327,Forest,Water (2010),0.2043
4327,Grassland,Cultivated land (2010),1.3932
4327,Grassland,Forest (2010),1901.3652
4327,Grassland,Grassland (2010),2973.2103
4327,Grassland,Shrubland (2010),0.0036
4327,Grassland,Water (2010),3.1887
4327,Water,Forest (2010),1.8162
4327,Water,Grassland (2010),2.4813
4327,Water,Water (2010),2.1249
4327,Artificial land,Grassland (2010),0.1665
4328,Cultivated land,Cultivated land (2010),6.5376
4328,Cultivated land,Forest (2010),23.0013
4328,Cultivated land,Grassland (2010),8.0532
4328,Cultivated land,Shrubland (2010),0.1665
4328,Forest,Cultivated land (2010),26.1603
4328,Forest,Forest (2010),6149.2761
4328,Forest,Grassland (2010),94.4838
4328,Forest,Shrubland (2010),12.2904
4328,Forest,Water (2010),0.4977
4328,Grassland,Cultivated land (2010),5.1894
4328,Grassland,Forest (2010),214.4448
4328,Grassland,Grassland (2010),22.806
4328,Grassland,Shrubland (2010),3.1284
4328,Grassland,Water (2010),0.0018
4328,Water,Forest (2010),2.9592
4328,Water,Water (2010),0.4374
4999,No data,Bare land (2010),7.0326
4999,Cultivated land,Cultivated land (2010),2.6811
4999,Cultivated land,Shrubland (2010),0.1089
4999,Cultivated land,Artificial land (2010),0.0261
4999,Cultivated land,Bare land (2010),0.4122
4999,Forest,Shrubland (2010),0.99
4999,Forest,Bare land (2010),0.1962
4999,Grassland,Grassland (2010),27.1971
4999,Grassland,Shrubland (2010),7.2783
4999,Grassland,Bare land (2010),14.2038
4999,Shrubland,Cultivated land (2010),0.2439
4999,Shrubland,Grassland (2010),1.2555
4999,Shrubland,Shrubland (2010),304.4979
4999,Shrubland,Water (2010),0.0072
4999,Shrubland,Artificial land (2010),0.0045
4999,Shrubland,Bare land (2010),1219.1013
4999,Wetland,Shrubland (2010),0.2466
4999,Wetland,Bare land (2010),0.0729
4999,Water,Shrubland (2010),0.1071
4999,Water,Bare land (2010),0.1773
4999,Artificial land,Cultivated land (2010),0.0612
4999,Artificial land,Artificial land (2010),1.2933
4999,Artificial land,Bare land (2010),0.1458
4999,Bare land,Cultivated land (2010),0.5652
4999,Bare land,Grassland (2010),8.8083
4999,Bare land,Shrubland (2010),129.3714
4999,Bare land,Artificial land (2010),0.2142
4999,Bare land,Bare land (2010),73900.2249
5000,Cultivated land,Cultivated land (2010),0.7317
5000,Cultivated land,Forest (2010),0.1422
5000,Cultivated land,Grassland (2010),0.0405
5000,Cultivated land,Water (2010),0.0009
5000,Forest,Cultivated land (2010),0.8721
5000,Forest,Forest (2010),8635.7232
5000,Forest,Ocean (2010),4.0779
5000,Forest,Grassland (2010),2761.7436
5000,Forest,Shrubland (2010),339.1686
5000,Forest,Wetland (2010),1.3878
5000,Forest,Water (2010),24.3261
